MTU (UTC),Hour,POWER,Expected,q0,q5,q10,q15,q20,q25,q30,q35,q40,q45,q50,q55,q60,q65,q70,q75,q80,q85,q90,q95,ZONEID,tclw,tciw,SP,r,TCC,10u,10V,2T,SSRD,STRD,TSR,TP,POWER,Day-ahead Price [EUR/MWh],+ Imbalance Price [EUR/MWh] - MBA|ES,- Imbalance Price [EUR/MWh] - MBA|ES,Total Imbalance [MWh] - MBA|ES,Direction,Penalty,Pen_up,Pen_down,Day-ahead Price [EUR/MWh]_Forecast,Pen_up_Forecast,Pen_down_Forecast,Direction_Forecast,tau
6/5/2018 9:00,9,0.025897436,0.244220278,0.045979487,0.08049359,0.098276923,0.103397436,0.134348077,0.154017094,0.163417468,0.174817948,0.19583344,0.211767308,0.233139637,0.265826325,0.293974359,0.298199786,0.317067735,0.33949359,0.3475,0.371724359,0.428801603,0.477285898,1,0.000183105,0.000476837,95165.125,78.66316223,0.022735596,1.291912079,-2.001568794,281.170166,7912721,23254336,9640161,0,0.025897436,62.8,62.8,72.14,1438,0,9.34,9.34,0,63.71904755,6.493321896,1.625799775,0.136214137,0.613564951
6/5/2018 10:00,10,0.108525641,0.506273472,0.244483761,0.269775641,0.347163889,0.373179487,0.385661539,0.405384615,0.409438675,0.45665641,0.472471581,0.50571218,0.510703846,0.532862821,0.553077564,0.568328205,0.605622863,0.632884615,0.648809936,0.669229487,0.673849039,0.700441026,1,0.000221252,0.001087189,95160.8125,72.03019714,0.072845459,2.231411934,-2.502150536,283.4914551,9138680,24233328,11045645,0,0.108525641,62.86,62.86,70.82,1865,0,7.96,7.96,0,61.95667648,8.167707443,1.653453708,0.146225631,0.541701427
6/5/2018 11:00,11,0.226089744,0.378377083,0.105622436,0.135416667,0.167959615,0.194371795,0.216601496,0.238929915,0.263010256,0.28375641,0.307084081,0.338532051,0.359524679,0.395684616,0.424538462,0.45235641,0.493698077,0.53311453,0.557016026,0.593996795,0.641864744,0.674594872,1,0,0.030957732,95121.5,73.19000244,0.891357005,2.165467262,-2.383907318,284.6696777,1235505,1057660,1528579,0,0.226089744,62.87,62.87,70.31,1233,0,7.44,7.44,0,62.17412567,6.859595299,1.658892512,0.17353189,0.535266771
6/5/2018 12:00,12,0.191025641,0.45090156,0.065992949,0.176501282,0.233094231,0.274125641,0.326832265,0.349344872,0.364728312,0.394987179,0.412131196,0.441907692,0.458301282,0.474554701,0.501023077,0.52903141,0.543589744,0.567061538,0.612432051,0.641745299,0.67023312,0.744871795,1,0.010635376,0.100921631,95047.1875,70.58451843,0.973450244,3.00867939,-2.91884613,286.1984863,2763787,2157034,3331477,0,0.191025641,62.8,62.8,70.51,1297,0,7.71,7.71,0,61.8484993,6.403318882,1.667722464,0.217814773,0.48327849
6/5/2018 13:00,13,0.134807692,0.355236437,0.052019231,0.070833333,0.101064423,0.116194872,0.1425,0.172442308,0.207435577,0.23551453,0.268815171,0.331841026,0.379236859,0.39691453,0.419296474,0.458501496,0.504687073,0.561369231,0.592756411,0.605448718,0.617019231,0.672724359,1,0.001312256,0.156814575,94955.25,68.77352905,0.999994278,3.273694038,-3.080399513,286.5500488,4002558,3296991,4937115,0,0.134807692,60,60,70.56,1200,0,10.56,10.56,0,61.7748909,6.758320808,1.40743649,0.193245292,0.465070699
6/5/2018 14:00,14,0.179807692,0.277602051,0.067948718,0.083173077,0.099384615,0.11573718,0.12218141,0.132407692,0.146445727,0.151164103,0.174521795,0.184966026,0.210841773,0.242418803,0.28123109,0.309682479,0.382083334,0.41101453,0.448240705,0.51816688,0.592455235,0.665401282,1,0.000167847,0.079048157,94896.6875,70.090271,0.990069628,3.576501846,-2.835157394,286.2302246,4807896,4461018,6159608,0,0.179807692,60,60,69.96,895,0,9.96,9.96,0,57.75334549,9.244486809,1.370223999,0.154701829,0.447478644
6/5/2018 15:00,15,0.189038462,0.210629273,0.052041987,0.083414103,0.095347222,0.106447436,0.114134615,0.120198718,0.128402564,0.140403846,0.155703846,0.171445192,0.193144444,0.220110256,0.23673077,0.250494872,0.271819017,0.290673077,0.307369658,0.338365385,0.3674875,0.410205128,1,0.033554077,0.012535095,94881.0625,71.87683105,0.976654053,3.544805527,-2.725793839,286.0402832,5478042,5641455,7164805,0,0.189038462,60,60,70.52,1321,0,10.52,10.52,0,59.82352829,8.521579742,1.379608989,0.121730678,0.538757251
6/5/2018 16:00,16,0.069358974,0.127601579,0.033830769,0.059673504,0.069492628,0.080360256,0.088530128,0.09698109,0.105605128,0.11510641,0.121646154,0.12466859,0.131354167,0.141684615,0.145160257,0.150986325,0.158298077,0.161837607,0.167115385,0.173974359,0.180270834,0.19982906,1,0.002914429,0.00113678,94886.875,73.39146423,0.780548096,3.247848511,-2.614500046,285.3508301,5773525,6846919,7693724,0,0.069358974,59.46,59.46,71.07,1531,0,11.61,11.61,0,59.69226837,9.441162109,1.393271327,0.121036254,0.517300319
6/5/2018 17:00,17,0.014102564,0.02225375,0.008877885,0.011057693,0.012096582,0.012169231,0.013416346,0.014166667,0.014807692,0.016379487,0.016972436,0.017690513,0.018739316,0.020152564,0.020969872,0.021730769,0.022573975,0.024133333,0.02709359,0.031947008,0.0361125,0.052846154,1,0.014854431,0.002555847,94878.125,77.85496521,0.959625244,2.252388,-2.321829796,283.8820801,5877457,7959552,7889669,0,0.014102564,62.7,62.7,70.23,736,0,7.53,7.53,0,59.00160599,10.32017803,1.409793973,0.12131729,0.497339297
6/5/2018 18:00,18,0.000128205,0.002528162,6.41E-05,9.62E-05,9.62E-05,0.000128204,0.000128204,0.000160257,0.000224359,0.000277777,0.000313941,0.000320512,0.000453525,0.000873504,0.001159295,0.001378204,0.001858973,0.002824785,0.003870513,0.005457692,0.008355663,0.014080342,1,0.013381958,0.001224518,94884.4375,81.67871094,0.936981201,2.208759308,-2.618624687,283.5102539,5877457,9142950,7889669,0,0.000128205,62.07,62.07,70,476,0,7.93,7.93,0,64.37273407,6.408599377,1.428554893,0.133786798,0.590711203
6/5/2018 19:00,19,0,7.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99E-06,2.14E-05,4.42E-05,1,0.016044617,0.001480103,94909.9375,82.92114258,0.689849854,2.334252357,-2.582419395,283.3225098,5877457,10330541,7889669,0,0,64,64,70.1,266,0,6.1,6.1,0,60.95841599,7.519226074,1.454175949,0.158272445,0.507028205
6/5/2018 20:00,20,0,4.01E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01121521,0.002653599,94928.25,85.67388916,0.998321533,2.266649246,-2.473989487,282.871582,5877457,11455972,7889885,0,0,63,63,70.38,75,0,7.38,7.38,0,63.63734055,5.324317932,1.482227206,0.184772432,0.551220575
6/5/2018 21:00,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013130188,0.001981735,94921.1875,86.95288086,0.998321533,2.550255775,-2.588914871,283.0544434,5877457,12622172,7889885,0,0,59,54.12,59,-39,1,4.88,0,4.88,60.88729095,6.594235897,1.330762148,0.148921758,0.535599391
6/5/2018 22:00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005455017,0.004500389,94915.75,88.7039032,0.961730957,3.050125122,-2.993575096,283.4799805,5877670,13844352,7889885,0,0,62.03,45.21,62.03,-224,1,16.82,0,16.82,55.9288559,1.759767532,4.155226231,0.581557155,0.629486893
6/5/2018 23:00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00604248,0.004916191,94916.5,92.83377075,0.979644775,3.397130013,-2.887886047,283.0617676,5877670,14925757,7889885,0,0,61.33,50.16,61.33,-63,1,11.17,0,11.17,62.53155899,1.232190609,11.10805702,0.675443053,0.812443966
6/6/2018 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012283325,0.009732336,94864.875,94.27085876,0.956558764,3.600559235,-2.795493126,283.0056152,5877670,16039317,7889885,0.000305295,0,58.02,58.02,62.44,154,0,4.42,4.42,0,59.34054947,1.224754333,8.552075386,0.723933041,0.726984829
6/6/2018 1:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.030700684,0.019049697,94833.625,94.71723938,0.999993861,3.671695709,-2.816679001,283.1369629,5877670,17225664,7889885,0.000309467,0,56.64,56.64,60.78,386,0,4.14,4.14,0,55.58202744,4.786755085,1.531695843,0.227808595,0.520301194
6/6/2018 2:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.088821411,0.021101166,94831.5625,94.24977112,0.999998212,3.518478394,-2.742200851,283.2915039,5877670,18456816,7889885,0.000315905,0,56.64,56.64,62.44,331,0,5.8,5.8,0,55.47489929,3.971909761,1.517739892,0.221536756,0.573148471
6/6/2018 3:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053970337,0.023816735,94787.9375,93.43374634,0.999996722,3.389857292,-2.688264847,283.5212402,5877670,19758816,7889885,0.000323534,0,57.52,57.52,59.9,84,0,2.38,2.38,0,56.27597046,5.182739258,1.486661553,0.180849195,0.565079704
6/6/2018 4:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.079574585,0.022911791,94730,93.54393005,0.999999702,3.681903839,-2.706645966,283.4953613,5877670,21059568,7889885,0.000328064,0,62.21,62.21,62.21,64,1,0,0,0,57.98257065,2.680986881,1.37471056,0.141851306,0.756218175
6/6/2018 5:00,5,0,9.12E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,6.41E-05,1,0.056488037,0.02066803,94705.1875,92.48876953,0.999992788,4.13008213,-2.468793869,283.4831543,5877670,22363648,7889885,0.000333905,0,64.93,48.51,64.93,-120,1,16.42,0,16.42,64.33538055,1.020193458,1.318799138,0.609390736,0.453132337
6/6/2018 6:00,6,0,0.002004022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34E-05,0.001124359,0.008921902,0.015544872,1,0.087371826,0.012962341,94749.3125,90.27778625,0.99711436,4.733677864,-2.483475685,283.4377441,5877670,23656400,7889885,0.000356317,0,65.35,65.35,70.07,537,0,4.72,4.72,0,65.6191864,0.751426697,9.472371101,0.692866504,0.848206879
6/6/2018 7:00,7,6.41E-05,0.009024433,0,4.27E-05,6.41E-05,0.000158546,0.000160255,0.000192307,0.000224359,0.000384615,0.001157691,0.001303418,0.001730769,0.001794871,0.001923077,0.002596154,0.003205769,0.004070513,0.004777137,0.007001496,0.021667949,0.086700855,1,0.032477029,0.026893616,94797.625,88.68727112,1,5.098265648,-2.680247307,283.2568359,5877670,24933424,7889885,0.000391722,6.41E-05,65.65,65.65,70.2,761,0,4.55,4.55,0,65.11283875,4.605619431,2.164011717,0.197773814,0.655872272
6/6/2018 8:00,8,0.015192308,0.034957073,0.002621795,0.007927564,0.010213675,0.012911538,0.014130128,0.01534188,0.017208333,0.02173077,0.023659509,0.029296581,0.033074359,0.034695727,0.040206838,0.041462564,0.04361624,0.04718718,0.048699519,0.051698718,0.055365064,0.076673505,1,0.014798313,0.036582947,94806.75,89.40141296,1.000002861,4.706287384,-3.178603172,282.9506836,5933665,26122224,8009799,0.000415325,0.015192308,65.11,65.11,69.94,730,0,4.83,4.83,0,65.12016296,4.253934383,1.746408582,0.164183259,0.676370857
6/6/2018 9:00,9,0.131410256,0.148600743,0.032254487,0.043317949,0.056231571,0.064583333,0.068144658,0.074219658,0.081255929,0.082820513,0.09048077,0.097614744,0.106872116,0.126708547,0.155473291,0.166794872,0.214567735,0.243547008,0.266452991,0.284935898,0.292307692,0.333205128,1,0.098525643,0.019264221,94870.75,87.41593933,1.000001907,6.798801422,-2.98125267,283.5048828,6306207,27329472,8583018,0.000437498,0.131410256,65,65,70.04,622,0,5.04,5.04,0,64.07979584,4.379100323,1.414074779,0.15203312,0.642992286
6/6/2018 10:00,10,0.310448718,0.305555385,0.094411218,0.150897436,0.173974359,0.173974359,0.173974359,0.173974359,0.18548077,0.20732906,0.226859402,0.250512821,0.277958974,0.298262821,0.327724359,0.343487607,0.389192415,0.411397436,0.439296474,0.496642308,0.540192308,0.575230769,1,0.0624016,0.004276276,94909,83.58335876,0.733520508,7.742379189,-1.994102478,283.9328613,6720868,28613232,9340112,0.000535965,0.310448718,65.19,65.19,70.15,821,0,4.96,4.96,0,64.12527466,4.482457638,1.317004085,0.141522825,0.640581091
6/6/2018 11:00,11,0.371282051,0.554784373,0.205996154,0.314326923,0.325352564,0.370339316,0.428521795,0.467824359,0.497412713,0.525082051,0.546891026,0.565416667,0.573529701,0.593141026,0.606372009,0.617179487,0.654215278,0.671839317,0.698050214,0.718227564,0.74307516,0.760830769,1,0.014410976,0,94869.875,66.83323669,0.446952403,8.678853035,-1.867577553,286.2399902,1338732,1128620,1596345,0,0.371282051,65,65,69.49,469,0,4.49,4.49,0,64.23840332,4.429669857,1.312677145,0.135118157,0.654795705
6/6/2018 12:00,12,0.398141026,0.55218922,0.232884616,0.321960256,0.361469765,0.397889744,0.42886391,0.456287179,0.491982372,0.51974359,0.542423931,0.562264102,0.58070812,0.600591026,0.612853205,0.627471154,0.645990064,0.664615385,0.679857372,0.70186859,0.728575,0.743689744,1,0.023345947,0,94832.6875,64.06559753,0.488464356,10.47324944,-1.508213043,286.8444824,2936837,2236217,3448518,0,0.398141026,64.13,64.13,69.91,305,0,5.78,5.78,0,63.63922501,4.138132095,1.324025393,0.130933374,0.679867581
6/6/2018 13:00,13,0.647435897,0.482037927,0.188082692,0.289241667,0.308205129,0.341488034,0.368316026,0.39012094,0.419262821,0.437384616,0.449961859,0.462148931,0.483508654,0.501113675,0.533350962,0.552410256,0.564455129,0.588042308,0.610144231,0.631925,0.661282052,0.680941026,1,0.052521016,0,94805,65.89202881,0.7005409,11.15613461,-1.53530407,286.7976074,4449509,3354979,5228010,0,0.647435897,62.86,62.86,62.86,198,1,0,0,0,62.58620834,5.207149029,1.333736181,0.128012866,0.635664454
6/6/2018 14:00,14,0.388782051,0.359959792,0.121721047,0.181780769,0.20595,0.221561111,0.23386827,0.242873504,0.277755128,0.295553846,0.317991987,0.33906891,0.35787703,0.382134188,0.396766346,0.404951282,0.437253045,0.455320513,0.480442949,0.515908333,0.568853526,0.587678632,1,0.078124464,0,94808.4375,73.59489441,0.688956261,10.17128468,-1.009122849,286.1044922,5548877,4525901,6628168,8.50E-05,0.388782051,62.8,62.8,62.8,-220,1,0,0,0,61.24153137,1.379296303,1.347112298,0.593381226,0.400934906
6/6/2018 15:00,15,0.152435897,0.331571368,0.016891026,0.171532692,0.207134402,0.240064103,0.26045812,0.282115385,0.307542735,0.326891026,0.335974359,0.348244231,0.354893162,0.371826924,0.380149573,0.382916667,0.38745203,0.392577778,0.395512821,0.395961538,0.402017414,0.425042735,1,0.002250671,0,94851.4375,76.55154419,0.035461426,7.175692558,-0.292194367,285.5244141,6437292,5661593,7761885,9.41E-05,0.152435897,62.79,48,62.79,-691,1,14.79,0,14.79,61.90489578,0.976049721,1.363121271,0.682724833,0.393576388
6/6/2018 16:00,16,0.083012821,0.156450034,0.024601603,0.088238461,0.109847756,0.119644017,0.127698077,0.137344872,0.141645192,0.148453846,0.153813996,0.159403846,0.163594017,0.167115385,0.171384402,0.175294872,0.177820513,0.180716667,0.18474359,0.186851496,0.192980769,0.194198718,1,0.00043869,0,94897.25,74.00772095,0.012710571,5.341622353,-0.080395699,284.708252,7113341,6672384,8601090,9.51E-05,0.083012821,61.25,48.78,61.25,-525,1,12.47,0,12.47,62.11519241,1.015228868,9.92620182,0.712466717,0.79781107
6/6/2018 17:00,17,0.011858974,0.022494455,0.005946795,0.014358975,0.017149893,0.018042735,0.018557693,0.019006411,0.019532906,0.019667949,0.020006624,0.020961539,0.02173077,0.023055128,0.023708547,0.024049359,0.024807693,0.025169231,0.026422436,0.027709829,0.030305449,0.03359359,1,0.000614166,0,95015.4375,76.44708252,0.004669189,2.899668694,0.318858147,282.4975586,7256446,7635922,8827008,9.51E-05,0.011858974,63.31,56.37,63.31,-504,1,6.94,0,6.94,59.83750534,0.921142697,10.01509953,0.732133806,0.799112793
6/6/2018 18:00,18,0.00025641,0.000988707,0.00016015,0.000223718,0.00025406,0.000256411,0.000320512,0.000352564,0.000416667,0.000480769,0.000544872,0.000576923,0.000614209,0.000667094,0.000747863,0.000869231,0.00099359,0.001175214,0.001392949,0.001910684,0.002291133,0.002820513,1,0.011276245,0,95177,81.04370117,0.251617432,2.117264748,-0.230694771,280.480957,7256446,8593075,8827008,9.51E-05,0.00025641,62.79,55.65,62.79,-422,1,7.14,0,7.14,63.94503403,0.871973693,6.357553005,0.746231735,0.712595826
6/6/2018 19:00,19,0,6.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012481689,0,95276.75,84.53106689,0.447570801,1.857383728,-0.336442947,280.5185547,7256446,9627048,8827008,9.62E-05,0,64.4,64.4,64.4,6,1,0,0,0,61.58464432,0.81708914,6.877754211,0.773840666,0.71098506
6/6/2018 20:00,20,0,6.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004135132,0,95364.625,84.91835022,0.382873535,1.820163727,-0.315742374,280.1928711,7256446,10672014,8827163,9.82E-05,0,63.35,69.96,63.35,170,1,0,0,-6.61,64.22488403,0.780436158,1.71901691,0.821311831,0.323965793
6/6/2018 21:00,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013191223,0,95414.3125,85.23887634,0.385971069,1.676054001,-1.127840996,279.0866699,7256446,11640819,8827163,9.82E-05,0,62,69.7,62,58,1,0,0,-7.7,61.96776581,0.569221854,0,0.890597045,0
6/6/2018 22:00,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045391083,1.03E-05,95468.4375,88.3631897,0.621261597,0.872932434,-1.395926476,278.7565918,7256574,12663965,8827163,9.82E-05,0,61.03,61.03,67.41,602,0,6.38,6.38,0,60.64596176,0.583290756,0,0.864587724,0
6/6/2018 23:00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036697388,0.000478804,95522.75,90.91740417,0.745788574,1.229018211,-1.117337227,278.534668,7256574,13698904,8827163,0.00010097,0,60.96,60.96,66.17,876,0,5.21,5.21,0,59.6718483,6.039559841,1.213209033,0.24844557,0.377977323
6/7/2018 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018608093,0.000239134,95551.9375,91.73620605,0.387634277,1.015250206,0.827653885,279.5720215,7256574,14823879,8827163,0.000101805,0,59.47,59.47,63.8,576,0,4.33,4.33,0,60.12441635,4.55683136,1.01767242,0.18512404,0.495725203
6/7/2018 1:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007110596,1.61E-05,95566.9375,92.71220398,0.090911865,-0.361596108,1.805283546,277.8554688,7256574,15758572,8827163,0.00010252,0,56.64,56.64,62.86,1070,0,6.22,6.22,0,57.98745346,4.021933079,0.824846506,0.171181947,0.498238265
6/7/2018 2:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002372742,0,95568.125,89.98832703,0.046203613,-0.93002224,1.687633514,277.3774414,7256574,16664203,8827163,0.00010252,0,56.64,56.64,62.6,823,0,5.96,5.96,0,54.92323303,5.484467506,1.015668392,0.171555102,0.4720972
6/7/2018 3:00,3,0,1.07E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000762939,0,95577.1875,88.44866943,0.02331543,-1.350609779,1.702804565,276.3039551,7256574,17562208,8827163,0.00010252,0,56,56,60.85,463,0,4.85,4.85,0,56.98618698,5.043284416,1.062476516,0.19128561,0.471088073
6/7/2018 4:00,4,0,1.07E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000488281,0,95591.8125,88.30335999,0.014984131,-1.392661095,1.721731186,275.8125,7256574,18461760,8827163,0.00010252,0,58.21,47.22,58.21,-266,1,10.99,0,10.99,55.89522552,4.205775261,1.058582067,0.21594435,0.477497951
6/7/2018 5:00,5,0,7.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007743835,0,95647.8125,89.41575623,0.178192139,-1.465431213,1.395246506,275.1408691,7256574,19332720,8827163,0.000106096,0,60.96,33.8,60.96,-718,1,27.16,0,27.16,59.84786224,0.998901188,7.183898449,0.664745748,0.783880685
6/7/2018 6:00,6,0,3.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024475098,0,95729.75,91.03726196,0.525299072,-1.412652016,1.058039665,275.0742188,7256574,20295200,8827163,0.000106096,0,64.06,46.62,64.06,-577,1,17.44,0,17.44,62.26304626,0.787445068,13.80008793,0.692594826,0.886084778
6/7/2018 7:00,7,6.41E-05,0.001044283,0,0,2.14E-05,3.21E-05,3.21E-05,3.21E-05,3.21E-05,3.21E-05,4.27E-05,6.41E-05,6.41E-05,8.55E-05,9.62E-05,0.000128204,0.000177136,0.000335897,0.000795512,0.001852564,0.003657479,0.006992307,1,0.046424866,0.000291586,95798.8125,91.70458984,0.89151001,-1.129899979,1.286371231,274.8344727,7256574,21246560,8827163,0.000106096,6.41E-05,65.2,58.58,65.2,-551,1,6.62,0,6.62,65.14067841,0.847594798,11.54981804,0.71929419,0.841716964
6/7/2018 8:00,8,0.027884615,0.031915732,0.001762821,0.004198718,0.005769231,0.009608547,0.012557372,0.014197436,0.016523397,0.017281624,0.018319978,0.020247436,0.021340384,0.023406838,0.025896367,0.026721154,0.027869444,0.03061453,0.036716987,0.04396859,0.055358654,0.133623077,1,0.057319641,0.000700235,95853.8125,88.22471619,0.808135986,-0.778759956,1.213217735,277.0114746,7322078,22338192,8962273,0.000111699,0.027884615,64.6,58.06,64.6,-471,1,6.54,0,6.54,65.33337402,0.824673772,5.716848373,0.737500966,0.711599492
6/7/2018 9:00,9,0.083782051,0.196709049,0.056595193,0.076792307,0.092016026,0.112852564,0.124316239,0.129701709,0.138015384,0.144583334,0.151139957,0.164102564,0.178848397,0.19347735,0.212820513,0.223164743,0.2437125,0.254892308,0.276775,0.302820513,0.354192735,0.387055128,1,0.040420532,0.000189304,95899,81.02229309,0.638549805,-0.762246132,0.824831963,279.0249023,7722317,23450944,9536657,0.000112891,0.083782051,64.6,56.33,64.6,-522,1,8.27,0,8.27,63.9764061,0.785501897,6.585832119,0.749368608,0.737130145
6/7/2018 10:00,10,0.408846154,0.495072249,0.108108974,0.31505812,0.360841667,0.374358975,0.398212179,0.411923077,0.445600321,0.473339316,0.492647009,0.503999786,0.531157372,0.53724359,0.537593589,0.550505449,0.564102564,0.580160256,0.587134615,0.619102564,0.638365384,0.653223077,1,0.023025513,3.39E-05,95920.75,72.64395142,0.469068408,-0.984008789,0.255905151,280.8583984,8553399,24513904,10612666,0.000113726,0.408846154,64.67,56.07,64.67,-806,1,8.6,0,8.6,64.08535767,0.748427451,7.16418457,0.758583367,0.752864177
6/7/2018 11:00,11,0.70275641,0.563930166,0.13738782,0.313040385,0.396173504,0.457147009,0.48634829,0.505849145,0.514647436,0.540224786,0.564251709,0.583039744,0.590158333,0.603640171,0.617051282,0.636205769,0.663249145,0.677394872,0.694839744,0.69849359,0.700931731,0.716283761,1,0.024089813,4.43E-05,95906.3125,75.32252502,0.598502874,-0.484829903,-0.13811779,282.0654297,955329.8125,1178598,1255701,0,0.70275641,63.73,54.47,63.73,-588,1,9.26,0,9.26,63.87273026,0.716535091,8.008360863,0.785984993,0.752673573
6/7/2018 12:00,12,0.713269231,0.391701806,0.120635897,0.194325,0.214424359,0.243946154,0.262628205,0.28523312,0.302703419,0.322494872,0.333873398,0.346348718,0.366282051,0.37904188,0.403153846,0.425483974,0.448535363,0.503604274,0.548228205,0.587245085,0.63815641,0.694023077,1,0.035831451,0.000496864,95836.375,66.18946838,0.889406741,-0.096888542,-1.784560204,283.564209,2308634,2301087,2877841,0,0.713269231,63.02,55.23,63.02,-336,1,7.79,0,7.79,62.38217545,0.669446588,8.183695793,0.837510586,0.70341782
6/7/2018 13:00,13,0.570320513,0.327850881,0.117016346,0.143639744,0.151203526,0.165662393,0.180909295,0.19034188,0.204615385,0.229166667,0.248026496,0.259787393,0.278450321,0.32382906,0.34346047,0.361055769,0.392501068,0.422257265,0.477272436,0.543833974,0.615465385,0.666238461,1,0.030544281,0.001638174,95770.125,60.75527954,0.969684541,0.676614761,-2.057721138,284.177002,3484442,3494230,4368452,0,0.570320513,62.99,57.01,62.99,-139,1,5.98,0,5.98,61.92154312,0.454767525,7.681637287,0.913968325,0.613896592
6/7/2018 14:00,14,0.53525641,0.30143726,0.128836218,0.153470513,0.159615385,0.174294872,0.186047009,0.206312821,0.22413312,0.244266667,0.255230662,0.267651923,0.297620513,0.318376068,0.332435898,0.360594872,0.37497532,0.382083334,0.385482479,0.443461539,0.474396154,0.514588462,1,0.047527313,0.000669956,95731.5,59.7066803,0.993020475,1.158971786,-2.059129715,284.5112305,4660124,4656832,5793391,0,0.53525641,64,64,68.2,1000,0,4.2,4.2,0,62.17383194,0.460402459,6.27931118,0.915551782,0.557130948
6/7/2018 15:00,15,0.372371795,0.219769257,0.056432372,0.091395513,0.106826923,0.118696581,0.120726496,0.135924786,0.152540064,0.171815385,0.180236859,0.191923077,0.208532479,0.226964103,0.241917628,0.259550641,0.275457959,0.288522222,0.310747329,0.336706838,0.369265385,0.401976068,1,0.056724548,0.001977444,95703.9375,61.87748718,0.988983154,1.111916542,-1.842102051,284.2651367,5444410,5812861,6821077,0,0.372371795,64.29,64.29,69.12,741,0,4.83,4.83,0,63.53413391,3.91436553,2.252625465,0.308047265,0.56382677
6/7/2018 16:00,16,0.16525641,0.100716218,0.040573718,0.047692307,0.056136859,0.061025641,0.065968376,0.071286538,0.073121154,0.082878632,0.085862735,0.089096795,0.095382692,0.097711539,0.10416859,0.118237179,0.121412607,0.128696154,0.132663782,0.148608227,0.162712821,0.180529487,1,0.075492859,0.000536442,95716.4375,62.69915771,0.946678698,1.035255432,-1.738245964,283.9921875,5868023,7034256,7430891,0,0.16525641,64.6,64.6,66.74,37,0,2.14,2.14,0,63.63863373,4.357625961,1.982890129,0.284417331,0.533769147
6/7/2018 17:00,17,0.020641026,0.024789461,0.010145192,0.012115385,0.012403846,0.01395641,0.014807693,0.016125214,0.017051282,0.017655556,0.01956421,0.020736539,0.021794872,0.023000855,0.024894658,0.02625,0.027832906,0.030384615,0.03329359,0.03669359,0.04238782,0.047717949,1,0.035770416,0.000499249,95696.4375,66.57923889,0.814636231,1.075835228,-0.704509735,282.5783691,5936044,8218682,7583405,0,0.020641026,65.51,65.51,67.69,2,0,2.18,2.18,0,63.924366,1.988778591,2.112524986,0.276172847,0.735729424
6/7/2018 18:00,18,0.00025641,0.002502072,6.41E-05,0.000128204,0.000170939,0.000192308,0.000224359,0.000224359,0.000256411,0.000288462,0.000390384,0.000491453,0.000651494,0.00094359,0.001057691,0.00133953,0.001538462,0.001650427,0.001940117,0.002389744,0.003665384,0.006317949,1,0.016239166,9.97E-05,95711.3125,68.72439575,0.635162354,1.214800835,-0.318445206,282.0900879,5936044,9415151,7583405,0,0.00025641,65.57,65.57,69.56,253,0,3.99,3.99,0,65.14815521,2.06404686,2.014636755,0.261179477,0.734118075
