dtm;MIP;Solar_MW;Solar_capacity_mwp;Solar_installedcapacity_mwp;Wind_MW;SS_Price;boa_MWh;DA_Price
2021-04-03T19:30:00Z;67.86;0;2136.3702342;2243.6177324;328.384;85.5;0;61.16
2021-04-03T20:00:00Z;70.1;0;2136.3702342;2243.6177324;303.818;83.99;0;58.29
2021-04-03T20:30:00Z;63.88;0;2136.3702342;2243.6177324;279.436;78;0;58.29
2021-04-03T21:00:00Z;60.69;0;2136.3702342;2243.6177324;232.86;70;0;69.58
2021-04-03T21:30:00Z;55.84;0;2136.3702342;2243.6177324;216.966;67.75;0;69.58
2021-04-03T22:00:00Z;52.45;0;2136.3702342;2243.6177324;199.186;67.75;0;52.42
2021-04-03T22:30:00Z;65.39;0;2136.3702342;2243.6177324;168.21;69.5;0;52.42
2021-04-03T23:00:00Z;67.85;0;2136.3702342;2243.6177324;159.518;67.75;0;61.78
2021-04-03T23:30:00Z;64.18;0;2136.3702342;2243.6177324;128.682;67.75;0;61.78
2021-04-04T00:00:00Z;60.18;0;2136.3206643;2243.6172861;100.364;67;0;59.85
2021-04-04T00:30:00Z;61.67;0;2136.3206643;2243.6172861;98.504;67.75;0;59.85
2021-04-04T01:00:00Z;60.45;0;2136.3206643;2243.6172861;103.66;67.75;0;66.46
2021-04-04T01:30:00Z;64.5;0;2136.3206643;2243.6172861;103.968;67.75;0;66.46
2021-04-04T02:00:00Z;71.88;0;2136.3206643;2243.6172861;97.18;71.25;0;63.92
2021-04-04T02:30:00Z;71.11;0;2136.3206643;2243.6172861;105.046;71.25;0;63.92
2021-04-04T03:00:00Z;70.98;0;2136.3206643;2243.6172861;108.182;71;0;59.7
2021-04-04T03:30:00Z;70.9;0;2136.3206643;2243.6172861;113.452;71;0;59.7
2021-04-04T04:00:00Z;70.19;0;2136.3206643;2243.6172861;115.354;71.25;0;62.98
2021-04-04T04:30:00Z;67.93;0;2136.3206643;2243.6172861;96.362;69.5;0;62.98
2021-04-04T05:00:00Z;70.15;0;2136.3206643;2243.6172861;89.258;71.25;0;68.36
2021-04-04T05:30:00Z;70.83;6.66607399;2136.3206643;2243.6172861;111.034;72;0;68.36
2021-04-04T06:00:00Z;68.76;59.8952897;2136.3206643;2243.6172861;182.91;72;0;70.19
2021-04-04T06:30:00Z;70.08;128.0515681;2136.3206643;2243.6172861;259.848;72;0;70.19
2021-04-04T07:00:00Z;70.96;280.870165;2136.3206643;2243.6172861;366.474;71;0;72.25
2021-04-04T07:30:00Z;70.24;508.277499;2136.3206643;2243.6172861;496.42;71;0;72.25
2021-04-04T08:00:00Z;69.46;767.374645;2136.3206643;2243.6172861;644.83;75;0;59.16
2021-04-04T08:30:00Z;67.17;953.093128;2136.3206643;2243.6172861;795.586;75;0;59.16
2021-04-04T09:00:00Z;62.44;1153.32044;2136.3206643;2243.6172861;900.844;71;0;55.11
2021-04-04T09:30:00Z;55.75;1302.515858;2136.3206643;2243.6172861;967.334;16;0;55.11
2021-04-04T10:00:00Z;48.87;1369.34418;2136.3206643;2243.6172861;958.724;16;0;43.15
2021-04-04T10:30:00Z;42.73;1518.1729;2136.3206643;2243.6172861;997.262;69.5;0;43.15
2021-04-04T11:00:00Z;35.09;1581.46957;2136.3206643;2243.6172861;1018.59;16;0;17.09
2021-04-04T11:30:00Z;32.35;1548.48727;2136.3206643;2243.6172861;1019.158;9.32;0;17.09
2021-04-04T12:00:00Z;26.08;1581.93089;2136.3206643;2243.6172861;945.974;8.5;0;9.33
2021-04-04T12:30:00Z;18.87;1605.27206;2136.3206643;2243.6172861;990.018;6;0;9.33
2021-04-04T13:00:00Z;16.54;1523.39342;2136.3206643;2243.6172861;972.298;5.25;0;11.42
2021-04-04T13:30:00Z;11.99;1452.90529;2136.3206643;2243.6172861;1018.724;0.96;0;11.42
2021-04-04T14:00:00Z;0.74;1300.48888;2136.3206643;2243.6172861;1078.644;-3.41;0;29.83
2021-04-04T14:30:00Z;-1.46;1180.63317;2136.3206643;2243.6172861;1119.834;-2.33;0;29.83
2021-04-04T15:00:00Z;3.91;999.259158;2136.3206643;2243.6172861;1134.248;4.26;0;60.74
2021-04-04T15:30:00Z;9.76;815.828746;2136.3206643;2243.6172861;1142.032;6;0;60.74
2021-04-04T16:00:00Z;34.83;591.9927;2136.3206643;2243.6172861;1157.434;24.96;0;65.95
2021-04-04T16:30:00Z;43.13;394.635416;2136.3206643;2243.6172861;1157.628;72.9;0;65.95
2021-04-04T17:00:00Z;52.93;210.433902;2136.3206643;2243.6172861;1160.712;72.9;0;69.21
2021-04-04T17:30:00Z;56.84;111.231298;2136.3206643;2243.6172861;1156.35;72.9;0;69.21
2021-04-04T18:00:00Z;66.61;34.9499248;2136.3206643;2243.6172861;1155.124;37.67;0;63.72
2021-04-04T18:30:00Z;59.84;0.4703630901;2136.3206643;2243.6172861;1144.352;36.2;0;63.72
2021-04-04T19:00:00Z;61.1;0;2136.3206643;2243.6172861;1148.046;72.9;0;46.1
2021-04-04T19:30:00Z;61.91;0;2136.3206643;2243.6172861;1148.154;31.7;0;46.1
2021-04-04T20:00:00Z;50.6;0;2136.3206643;2243.6172861;1145.7;45;0;34.56
2021-04-04T20:30:00Z;34.39;0;2136.3206643;2243.6172861;1155.782;35;0;34.56
2021-04-04T21:00:00Z;43.21;0;2136.3206643;2243.6172861;1156.51;69.5;0;18.02
2021-04-04T21:30:00Z;20.78;0;2136.3206643;2243.6172861;1155.918;20.01;0;18.02
2021-04-04T22:00:00Z;-3.49;0;2136.3206643;2243.6172861;1146.688;5.13;0;11.57
2021-04-04T22:30:00Z;-12.29;0;2136.3206643;2243.6172861;1142.662;2.13;-2.25;11.57
2021-04-04T23:00:00Z;12.01;0;2136.3205553;2243.6172861;1101.872;15.13;-33.0833;9.51
2021-04-04T23:30:00Z;11.35;0;2136.3205553;2243.6172861;1098.238;15.13;-35;9.51
2021-04-05T00:00:00Z;5.2;0;2136.3205553;2243.6172861;1098.396;10.13;-35;6.17
2021-04-05T00:30:00Z;23.84;0;2136.3023512;2243.6265708;1119.952;72;-25.6667;6.17
2021-04-05T01:00:00Z;17.44;0;2136.3023512;2243.6265708;1150.034;72;-8.5;3.55
2021-04-05T01:30:00Z;10.09;0;2136.3023512;2243.6265708;1150.734;72;-8.5;3.55
2021-04-05T02:00:00Z;11.07;0;2136.3023512;2243.6265708;1146.32;75;-8.5;3.23
2021-04-05T02:30:00Z;19.05;0;2136.3023512;2243.6265708;1134.12;4.13013;-16.125;3.23
2021-04-05T03:00:00Z;23.32;0;2136.3023512;2243.6265708;1131.274;79;-18.7916;7.07
2021-04-05T03:30:00Z;32.47;0;2136.3023512;2243.6265708;1129.75;76.95;-20;7.07
2021-04-05T04:00:00Z;31.71;0;2136.3023512;2243.6265708;1129.54;13.84;-20;10.63
2021-04-05T04:30:00Z;30.93;0;2136.3023512;2243.6265708;1126.964;79;-20;10.63
2021-04-05T05:00:00Z;30.36;0;2136.3023512;2243.6265708;1134.16;79;-13;16.15
2021-04-05T05:30:00Z;38.32;3.04923297;2136.3023512;2243.6265708;1146.324;80;0;16.15
2021-04-05T06:00:00Z;28.12;27.3308818;2136.3023512;2243.6265708;1146.268;75;0;17.52
2021-04-05T06:30:00Z;40.05;76.2534651;2136.3023512;2243.6265708;1146.426;79;0;17.52
2021-04-05T07:00:00Z;58.75;153.054418;2136.3023512;2243.6265708;1153.202;78;0;29.61
2021-04-05T07:30:00Z;58.55;235.697091;2136.3023512;2243.6265708;1153.7;78;0;29.61
2021-04-05T08:00:00Z;67.04;313.029444;2136.3023512;2243.6265708;1153.622;77.00021;0;23.97
2021-04-05T08:30:00Z;67.75;434.528365;2136.3023512;2243.6265708;1152.31;77;0;23.97
2021-04-05T09:00:00Z;67.52;669.728815;2136.3023512;2243.6265708;1149.626;76.5;0;32.61
2021-04-05T09:30:00Z;65.04;783.449685;2136.3023512;2243.6265708;1096.092;65.04;-35;32.61
2021-04-05T10:00:00Z;53.07;964.61405;2136.3023512;2243.6265708;1070.42;9.8;-50;39.5
2021-04-05T10:30:00Z;48.57;1277.117666;2136.3023512;2243.6265708;1082.892;8;-43.75;39.5
2021-04-05T11:00:00Z;44.06;1280.937505;2136.3023512;2243.6265708;1117.838;76.5;-25;14.8
2021-04-05T11:30:00Z;43.19;1294.810761;2136.3023512;2243.6265708;1136.524;8;-9.3625;14.8
2021-04-05T12:00:00Z;40.15;1433.67051;2136.3023512;2243.6265708;1151.096;76;0;12.27
2021-04-05T12:30:00Z;29.33;1410.8966;2136.3023512;2243.6265708;1098.234;4.28;-24.3258;12.27
2021-04-05T13:00:00Z;25.09;1455.78397;2136.3023512;2243.6265708;1051.684;1.76;-48.5;11.81
2021-04-05T13:30:00Z;24.6;1366.15802;2136.3023512;2243.6265708;1074.5;1.76;-43.375;11.81
2021-04-05T14:00:00Z;13.7;1278.57471;2136.3023512;2243.6265708;1111.446;-45;-25;41.32
2021-04-05T14:30:00Z;13.06;1121.21944;2136.3023512;2243.6265708;1131.986;2.86;-10.8867;41.32
2021-04-05T15:00:00Z;16.29;1029.56575;2136.3023512;2243.6265708;1149.744;6.12;0;65.94
2021-04-05T15:30:00Z;14.61;843.013392;2136.3023512;2243.6265708;1147.038;7.12;0;65.94
2021-04-05T16:00:00Z;34.22;597.255329;2136.3023512;2243.6265708;1145.412;20;0;76.45
2021-04-05T16:30:00Z;45.85;415.360713;2136.3023512;2243.6265708;1117.31;76.5;0;76.45
2021-04-05T17:00:00Z;55.81;203.622149;2136.3023512;2243.6265708;1142.294;77;0;74.14
2021-04-05T17:30:00Z;61.21;100.997411;2136.3023512;2243.6265708;1138.03;83;0;74.14
2021-04-05T18:00:00Z;72.39;28.3258842;2136.3023512;2243.6265708;1143.208;80;0;74.5
2021-04-05T18:30:00Z;73.08;0.284211985;2136.3023512;2243.6265708;1141.098;80;0;74.5
2021-04-05T19:00:00Z;75.13;0;2136.3023512;2243.6265708;1144.736;80;0;68.13
2021-04-05T19:30:00Z;74.59;0;2136.3023512;2243.6265708;1145.166;82.99;0;68.13
2021-04-05T20:00:00Z;71.79;0;2136.3023512;2243.6265708;1139.082;82.99;0;55.1
2021-04-05T20:30:00Z;70.04;0;2136.3023512;2243.6265708;1145.228;80;0;55.1
2021-04-05T21:00:00Z;67.66;0;2136.3023512;2243.6265708;1139.85;76;0;46.14
2021-04-05T21:30:00Z;66.39;0;2136.3023512;2243.6265708;1139.55;76;0;46.14
2021-04-05T22:00:00Z;66.72;0;2136.3023512;2243.6265708;1126.862;76;0;38.03
2021-04-05T22:30:00Z;60.69;0;2136.3023512;2243.6265708;1138.162;70;0;38.03
2021-04-05T23:00:00Z;62.19;0;2136.3020832;2243.6479758;1139.256;70;0;40.55
2021-04-05T23:30:00Z;59.36;0;2136.3020832;2243.6479758;1138.05;41.16;0;40.55
2021-04-06T00:00:00Z;44.18;0;2136.3020832;2243.6479758;1138.694;38.92;0;39.97
2021-04-06T00:30:00Z;52.53;0;2136.3020832;2243.6479758;1125.628;41.5;-12.4931;39.97
2021-04-06T01:00:00Z;46.98;0;2136.3714024;2243.7447567;1126.11;36;-16.25;40.05
2021-04-06T01:30:00Z;44.82;0;2136.3714024;2243.7447567;1122.08;36;-16.25;40.05
2021-04-06T02:00:00Z;39.73;0;2136.3714024;2243.7447567;1128.578;42.15;-16.25;39.76
2021-04-06T02:30:00Z;41.71;0;2136.3714024;2243.7447567;1126.986;42.05;-16.5;39.76
2021-04-06T03:00:00Z;51.73;0;2136.3714024;2243.7447567;1117.54;46.3;-16.25;46.75
2021-04-06T03:30:00Z;45.66;0;2136.3714024;2243.7447567;1124.976;46.3;-12.8333;46.75
2021-04-06T04:00:00Z;63.54;0;2136.3714024;2243.7447567;1135.472;75;-4.025;64.09
2021-04-06T04:30:00Z;67.49;0;2136.3714024;2243.7447567;1128.096;75;0;64.09
2021-04-06T05:00:00Z;72.57;0;2136.3714024;2243.7447567;1131.504;77;0;70.27
2021-04-06T05:30:00Z;71.16;19.0547166;2136.3714024;2243.7447567;1128.652;77;0;70.27
2021-04-06T06:00:00Z;77.47;90.4657321;2136.3714024;2243.7447567;1132.092;77;0;76.2
2021-04-06T06:30:00Z;84.04;153.202219;2136.3714024;2243.7447567;1132.978;77;0;76.2
2021-04-06T07:00:00Z;80.05;335.591703;2136.3714024;2243.7447567;1134.148;79;0;72.72
2021-04-06T07:30:00Z;81.41;570.331836;2136.3714024;2243.7447567;1138.492;75;0;72.72
2021-04-06T08:00:00Z;81.08;788.880103;2136.3714024;2243.7447567;1139.336;75;0;58.89
2021-04-06T08:30:00Z;75.05;1008.010481;2136.3714024;2243.7447567;1138.344;74.7;0;58.89
2021-04-06T09:00:00Z;71.41;1206.27762;2136.3714024;2243.7447567;1138.204;74.9;0;55.5
2021-04-06T09:30:00Z;69.99;1264.46521;2136.3714024;2243.7447567;1138.754;73.9;0;55.5
2021-04-06T10:00:00Z;63.05;1330.00869;2136.3714024;2243.7447567;1138.266;74.8;0;56.06
2021-04-06T10:30:00Z;62.47;1346.97238;2136.3714024;2243.7447567;1138.562;74.7;0;56.06
2021-04-06T11:00:00Z;58.68;1408.37727;2136.3714024;2243.7447567;1138.344;73.9;0;42.67
2021-04-06T11:30:00Z;56.33;1183.11413;2136.3714024;2243.7447567;1138.802;73.9;0;42.67
2021-04-06T12:00:00Z;50.03;998.11305;2136.3714024;2243.7447567;1138.326;73.9;0;38.38
2021-04-06T12:30:00Z;49.47;982.335656;2136.3714024;2243.7447567;1138.434;73.9;0;38.38
2021-04-06T13:00:00Z;54.49;701.34079;2136.3714024;2243.7447567;1138.398;73.9;0;40.38
2021-04-06T13:30:00Z;54.35;717.773634;2136.3714024;2243.7447567;1138.358;73.75;0;40.38
2021-04-06T14:00:00Z;37.91;595.208019;2136.3714024;2243.7447567;1138.148;40.02;0;57.05
2021-04-06T14:30:00Z;40.95;761.997291;2136.3714024;2243.7447567;1134.72;40.02;0;57.05
2021-04-06T15:00:00Z;52.38;772.553127;2136.3714024;2243.7447567;1134.742;73.75;0;62.89
2021-04-06T15:30:00Z;54.43;591.95077;2136.3714024;2243.7447567;1136.208;73.5;0;62.89
2021-04-06T16:00:00Z;66.44;448.34859;2136.3714024;2243.7447567;1126.896;8.15;0;71.08
2021-04-06T16:30:00Z;66.82;256.727257;2136.3714024;2243.7447567;1130.684;73.5;0;71.08
2021-04-06T17:00:00Z;67.83;146.0965077;2136.3714024;2243.7447567;1135.216;87.9;0;71.4
2021-04-06T17:30:00Z;73.06;78.4114717;2136.3714024;2243.7447567;1129.296;84;0;71.4
2021-04-06T18:00:00Z;78.2;21.1125096;2136.3714024;2243.7447567;1126.966;88;0;70.43
2021-04-06T18:30:00Z;77.49;0.48230635;2136.3714024;2243.7447567;1128.188;87;0;70.43
2021-04-06T19:00:00Z;75.48;0;2136.3714024;2243.7447567;1129.134;86.5;0;59.79
2021-04-06T19:30:00Z;74.22;0;2136.3714024;2243.7447567;1129.262;87;0;59.79
2021-04-06T20:00:00Z;72.9;0;2136.3714024;2243.7447567;1129.08;89.98;0;49.32
2021-04-06T20:30:00Z;73.3;0;2136.3714024;2243.7447567;1128.422;78;0;49.32
2021-04-06T21:00:00Z;67.9;0;2136.3714024;2243.7447567;1128.772;77;0;58.35
2021-04-06T21:30:00Z;64.94;0;2136.3714024;2243.7447567;1129.454;75;0;58.35
2021-04-06T22:00:00Z;66.87;0;2136.3714024;2243.7447567;1129.128;75;0;51.29
2021-04-06T22:30:00Z;62.82;0;2136.3714024;2243.7447567;1127.668;75;0;51.29
2021-04-06T23:00:00Z;59.39;0;2136.3714024;2243.7447567;1125.806;75.85;0;53.3
2021-04-06T23:30:00Z;60.91;0;2136.4594654;2243.8760337;1127.9;75.95;0;53.3
2021-04-07T00:00:00Z;59.55;0;2136.4594654;2243.8760337;1127.476;51.41;0;53.52
2021-04-07T00:30:00Z;62.83;0;2136.4594654;2243.8760337;1127.682;75.95;0;53.52
2021-04-07T01:00:00Z;59.03;0;2136.4594654;2243.8760337;1127.75;59.03;0;50.44
2021-04-07T01:30:00Z;59.71;0;2136.4557037;2243.8997836;1127.192;75.95;0;50.44
2021-04-07T02:00:00Z;64.16;0;2136.4557037;2243.8997836;1128.168;76;0;52.13
2021-04-07T02:30:00Z;57.94;0;2136.4557037;2243.8997836;1127.136;48.23008;0;52.13
2021-04-07T03:00:00Z;56.49;0;2136.4557037;2243.8997836;1127.302;76.5;0;58.73
2021-04-07T03:30:00Z;55.33;0;2136.4557037;2243.8997836;1127.136;50.33008;0;58.73
2021-04-07T04:00:00Z;74.09;0;2136.4557037;2243.8997836;1127.124;83;0;62.51
2021-04-07T04:30:00Z;61.28;0;2136.4557037;2243.8997836;1132.292;75.95;0;62.51
2021-04-07T05:00:00Z;72.4;0.01491603999;2136.4557037;2243.8997836;1128.762;82.5;0;68.71
2021-04-07T05:30:00Z;69.66;16.1385794;2136.4557037;2243.8997836;1126.6;89;0;68.71
2021-04-07T06:00:00Z;80.8;57.2209533;2136.4557037;2243.8997836;1130.798;110;0;68.91
2021-04-07T06:30:00Z;94.06;117.113611;2136.4557037;2243.8997836;1127.79;150;0;68.91
2021-04-07T07:00:00Z;86.52;286.345751;2136.4557037;2243.8997836;1126.71;144;0;66.98
2021-04-07T07:30:00Z;88.72;502.996673;2136.4557037;2243.8997836;1125.688;144;0;66.98
2021-04-07T08:00:00Z;76.6;725.205682;2136.4557037;2243.8997836;1130.668;90;0;62.93
2021-04-07T08:30:00Z;71.83;939.34558;2136.4557037;2243.8997836;1128.616;78;0;62.93
2021-04-07T09:00:00Z;65.74;1097.19284;2136.4557037;2243.8997836;1130.578;16.05;0;58.07
2021-04-07T09:30:00Z;62.48;1124.000519;2136.4557037;2243.8997836;1130.716;78;0;58.07
2021-04-07T10:00:00Z;55.9;1036.321437;2136.4557037;2243.8997836;1128.196;88.00007;0;59.43
2021-04-07T10:30:00Z;63.9;947.636913;2136.4557037;2243.8997836;1108.24;94;0;59.43
2021-04-07T11:00:00Z;71.06;956.280856;2136.4557037;2243.8997836;1085.642;105;0;53.71
2021-04-07T11:30:00Z;75.15;988.299191;2136.4557037;2243.8997836;1127.004;95;0;53.71
2021-04-07T12:00:00Z;71.13;1114.254403;2136.4557037;2243.8997836;1132.338;78;0;57.29
2021-04-07T12:30:00Z;69.27;1168.847516;2136.4557037;2243.8997836;1127;26;0;57.29
2021-04-07T13:00:00Z;67.5;1020.561075;2136.4557037;2243.8997836;1122.318;78;0;51.52
2021-04-07T13:30:00Z;68.73;951.692765;2136.4557037;2243.8997836;1102.984;78;0;51.52
2021-04-07T14:00:00Z;64.19;805.785571;2136.4557037;2243.8997836;1117.052;83.73;0;60.93
2021-04-07T14:30:00Z;65.12;853.603183;2136.4557037;2243.8997836;1090.462;84.23;0;60.93
2021-04-07T15:00:00Z;78.57;636.474817;2136.4557037;2243.8997836;1107.644;110.73;0;75.19
2021-04-07T15:30:00Z;94.32;480.519754;2136.4557037;2243.8997836;1105.316;140.73;0;75.19
2021-04-07T16:00:00Z;103.2;370.223809;2136.4557037;2243.8997836;1106.62;200.73;0;85.67
2021-04-07T16:30:00Z;106.83;256.163221;2136.4557037;2243.8997836;1104.636;200.73;0;85.67
2021-04-07T17:00:00Z;115.59;165.382622;2136.4557037;2243.8997836;1041.068;200.73;0;86.73
2021-04-07T17:30:00Z;118.95;66.9921887;2136.4557037;2243.8997836;945.284;203.73;0;86.73
2021-04-07T18:00:00Z;130.24;13.4003069;2136.4557037;2243.8997836;943.402;200.73;0;84.67
2021-04-07T18:30:00Z;125.4;0.036380663347;2136.4557037;2243.8997836;880.836;176.73;0;84.67
2021-04-07T19:00:00Z;123.35;0;2136.4557037;2243.8997836;839.604;215.73;0;69.51
2021-04-07T19:30:00Z;119.97;0;2136.4557037;2243.8997836;676.206;176.73;0;69.51
2021-04-07T20:00:00Z;130.37;0;2136.4557037;2243.8997836;503.384;203.73;0;63.06
2021-04-07T20:30:00Z;102.25;0;2136.4557037;2243.8997836;508.99;90.73;0;63.06
2021-04-07T21:00:00Z;114.15;0;2136.4557037;2243.8997836;430.006;82.73;0;73.82
2021-04-07T21:30:00Z;79.85;0;2136.4557037;2243.8997836;351.812;17.45;0;73.82
2021-04-07T22:00:00Z;47.92;0;2136.4557037;2243.8997836;285.696;17.5;0;59.73
2021-04-07T22:30:00Z;40.32;0;2136.4557037;2243.8997836;216.304;17.5;0;59.73
2021-04-07T23:00:00Z;59.61;0;2136.4557037;2243.8997836;156.38;18;0;57.11
2021-04-07T23:30:00Z;44.57;0;2136.4557037;2243.8997836;141.348;18.5;0;57.11
2021-04-08T00:00:00Z;47.49;0;2136.5044997;2243.9702716;190.022;18.55;0;53.85
2021-04-08T00:30:00Z;50.27;0;2136.5044997;2243.9702716;275.726;18.65;0;53.85
2021-04-08T01:00:00Z;52.2;0;2136.5044997;2243.9702716;405.05;77.5;0;50.74
2021-04-08T01:30:00Z;46.58;0;2136.5044997;2243.9702716;567.574;75;0;50.74
2021-04-08T02:00:00Z;38.6;0;2136.5374253;2244.0306578;778.06;38.6;0;50.81
2021-04-08T02:30:00Z;40.94;0;2136.5374253;2244.0306578;800.754;17.4;0;50.81
2021-04-08T03:00:00Z;50.63;0;2136.5374253;2244.0306578;790.392;63.37;0;59.18
2021-04-08T03:30:00Z;47.14;0;2136.5374253;2244.0306578;730.612;21.00043;0;59.18
2021-04-08T04:00:00Z;35.26;0;2136.5374253;2244.0306578;676.97;5.8;0;68.09
2021-04-08T04:30:00Z;25.67;0;2136.5374253;2244.0306578;698.252;0;0;68.09
2021-04-08T05:00:00Z;30.21;0.000756389200952;2136.5374253;2244.0306578;757;17.4;0;81.14
2021-04-08T05:30:00Z;29.99;12.012628;2136.5374253;2244.0306578;656.058;17.5;0;81.14
2021-04-08T06:00:00Z;43.66;52.1277757;2136.5374253;2244.0306578;658.012;50.07069;0;78.13
2021-04-08T06:30:00Z;63.51;126.451612;2136.5374253;2244.0306578;782.814;87.5;0;78.13
2021-04-08T07:00:00Z;64.94;191.176436;2136.5374253;2244.0306578;905.524;87;0;66.93
2021-04-08T07:30:00Z;64.94;250.764391;2136.5374253;2244.0306578;998.8;26;0;66.93
2021-04-08T08:00:00Z;54.53;469.052523;2136.5374253;2244.0306578;1065.172;7.2;0;57.52
2021-04-08T08:30:00Z;45.32;528.328724;2136.5374253;2244.0306578;1093.688;6;0;57.52
2021-04-08T09:00:00Z;52.76;658.471438;2136.5374253;2244.0306578;1108.466;5.8;0;54.58
2021-04-08T09:30:00Z;48.23;864.103976;2136.5374253;2244.0306578;1114.542;5.8;0;54.58
2021-04-08T10:00:00Z;42.91;892.935975;2136.5374253;2244.0306578;1117.636;7.2;0;58.55
2021-04-08T10:30:00Z;39.58;1166.61418;2136.5374253;2244.0306578;1114.032;5.8;0;58.55
2021-04-08T11:00:00Z;51.1;1179.84905;2136.5374253;2244.0306578;1105.99;75;0;54.71
2021-04-08T11:30:00Z;49.7;1309.65647;2136.5374253;2244.0306578;1101.87;72;0;54.71
2021-04-08T12:00:00Z;49.31;1204.37046;2136.5374253;2244.0306578;1093.498;71.95;0;52.56
2021-04-08T12:30:00Z;49.72;1057.70114;2136.5374253;2244.0306578;1093.08;71.95;0;52.56
2021-04-08T13:00:00Z;49.44;1011.23207;2136.5374253;2244.0306578;1096.592;74;0;51.01
2021-04-08T13:30:00Z;50.13;733.795502;2136.5374253;2244.0306578;1111.478;74;0;51.01
2021-04-08T14:00:00Z;54.7;499.274632;2136.5374253;2244.0306578;1112.62;74;0;53.56
2021-04-08T14:30:00Z;55.64;484.015896;2136.5374253;2244.0306578;1118.746;74;0;53.56
2021-04-08T15:00:00Z;51.52;301.072105;2136.5374253;2244.0306578;1112.498;7.3;0;63.53
2021-04-08T15:30:00Z;49.23;220.412495;2136.5374253;2244.0306578;1097.352;18.05;0;63.53
2021-04-08T16:00:00Z;43.46;209.157726;2136.5374253;2244.0306578;1110.202;18.1;0;76.68
2021-04-08T16:30:00Z;49.97;141.459132;2136.5374253;2244.0306578;1114.96;71.95;0;76.68
2021-04-08T17:00:00Z;64.46;74.4314085;2136.5374253;2244.0306578;1116.832;87;0;73.01
2021-04-08T17:30:00Z;64.09;33.8362816;2136.5374253;2244.0306578;1116.678;87;0;73.01
2021-04-08T18:00:00Z;65.42;17.08967623;2136.5374253;2244.0306578;1117.202;87;0;67.19
2021-04-08T18:30:00Z;56.71;0.134014514035;2136.5374253;2244.0306578;1117.374;87;0;67.19
2021-04-08T19:00:00Z;69.93;0;2136.5374253;2244.0306578;1117.814;87;0;60.85
2021-04-08T19:30:00Z;67.29;0;2136.5374253;2244.0306578;1112.824;74;0;60.85
2021-04-08T20:00:00Z;65.73;0;2136.5374253;2244.0306578;1111.558;74;0;53.94
2021-04-08T20:30:00Z;57.72;0;2136.5374253;2244.0306578;1111.116;30;0;53.94
2021-04-08T21:00:00Z;64.47;0;2136.5374253;2244.0306578;1111.154;74;0;55.75
2021-04-08T21:30:00Z;63.97;0;2136.5374253;2244.0306578;1111.652;74;0;55.75
2021-04-08T22:00:00Z;61.45;0;2136.5374253;2244.0306578;1112.524;73.75;0;51.46
2021-04-08T22:30:00Z;57.84;0;2136.5374253;2244.0306578;1111.708;75;0;51.46
2021-04-08T23:00:00Z;54.45;0;2136.5373153;2244.0306578;1111.748;75;0;53.26
2021-04-08T23:30:00Z;57.01;0;2136.5373153;2244.0306578;1111.694;74.7;0;53.26
2021-04-09T00:00:00Z;54.84;0;2136.5373153;2244.0306578;1112.774;26;0;53.98
2021-04-09T00:30:00Z;57.12;0;2136.5373153;2244.0306578;1114.326;76.66;0;53.98
2021-04-09T01:00:00Z;56.77;0;2136.5373153;2244.0306578;1111.942;76.66;0;54.88
2021-04-09T01:30:00Z;61.31;0;2136.5373153;2244.0306578;1112.03;76.6;0;54.88
2021-04-09T02:00:00Z;60.51;0;2136.5373153;2244.0306578;1111.666;52;0;57.5
2021-04-09T02:30:00Z;60.47;0;2136.5703838;2244.091208;1112.422;73;0;57.5
2021-04-09T03:00:00Z;59.58;0;2136.5703838;2244.091208;1116.994;75;0;63.54
2021-04-09T03:30:00Z;61.53;0;2136.5703838;2244.091208;1072.212;75;0;63.54
2021-04-09T04:00:00Z;66.83;0;2136.5703838;2244.091208;918.114;75;0;66.31
2021-04-09T04:30:00Z;59.13;0;2136.5703838;2244.091208;906.676;8.5;0;66.31
2021-04-09T05:00:00Z;73.13;0.0207349077;2136.5703838;2244.091208;935.45;82.5;0;70.18
2021-04-09T05:30:00Z;55.26;32.492838;2136.5703838;2244.091208;994.244;82.5;0;70.18
2021-04-09T06:00:00Z;69.22;120.75752;2136.5703838;2244.091208;925.95;83.22;0;71.62
2021-04-09T06:30:00Z;79.15;192.818566;2136.5703838;2244.091208;776.594;85.73;0;71.62
2021-04-09T07:00:00Z;69.94;308.378911;2136.5703838;2244.091208;688.63;93;0;72.3
2021-04-09T07:30:00Z;77.9;415.300575;2136.5703838;2244.091208;595.122;99.95;0;72.3
2021-04-09T08:00:00Z;83.12;439.750072;2136.5703838;2244.091208;531.1;90;0;69.36
2021-04-09T08:30:00Z;77.31;658.113159;2136.5703838;2244.091208;429.794;88.88;0;69.36
2021-04-09T09:00:00Z;64.79;687.886765;2136.5703838;2244.091208;292.142;22;0;70.02
2021-04-09T09:30:00Z;66.28;778.466037;2136.5703838;2244.091208;197.092;88.88;0;70.02
2021-04-09T10:00:00Z;67.51;747.063516;2136.5703838;2244.091208;113.302;90;0;73.37
2021-04-09T10:30:00Z;70.94;795.233397;2136.5703838;2244.091208;73.77;90;0;73.37
2021-04-09T11:00:00Z;73.86;790.583748;2136.5703838;2244.091208;53.434;92.78519;0;59.86
2021-04-09T11:30:00Z;74.39;565.916709;2136.5703838;2244.091208;20.54;90;0;59.86
